Ticker Symbol;Period Ending;Cash and Cash Equivalents;Net Income;Total Assets;Total Equity;Total Liabilities;Total Revenue;Earnings Per Share
HBI;2015-01-03;239855000.0;404519000.0;5208193000.0;1386772000.0;3821421000.0;5324746000.0;4.02
HBI;2016-01-02;319169000.0;428855000.0;5597590000.0;1275891000.0;4321699000.0;5731549000.0;1.07
HBI;2016-12-31;460245000.0;539382000.0;6907734000.0;1223914000.0;5683820000.0;6028199000.0;
HCA;2012-12-31;705000000.0;1605000000.0;28075000000.0;-9660000000.0;37735000000.0;33013000000.0;3.65
HCA;2013-12-31;414000000.0;1556000000.0;28831000000.0;-8270000000.0;37101000000.0;34182000000.0;3.5
HCA;2014-12-31;566000000.0;1875000000.0;30980000000.0;-7894000000.0;38874000000.0;36918000000.0;4.3
HCA;2015-12-31;741000000.0;2129000000.0;32744000000.0;-7599000000.0;40343000000.0;39678000000.0;5.14
HCN;2012-12-31;1141421000.0;298030000.0;19549109000.0;10294801000.0;9254308000.0;1765979000.0;0.99
HCN;2013-12-31;231601000.0;145959000.0;23083957000.0;11414583000.0;11669374000.0;2847945000.0;0.28
HCN;2014-12-31;553423000.0;502595000.0;24962923000.0;13175153000.0;11787770000.0;3305879000.0;1.46
HCN;2015-12-31;422690000.0;849073000.0;29023845000.0;14590560000.0;14433285000.0;3775685000.0;2.35
HCP;2013-12-31;337785000.0;970837000.0;20075870000.0;10723300000.0;9352570000.0;2013719000.0;2.13
HCP;2014-12-31;232786000.0;922233000.0;21331436000.0;10735297000.0;10596139000.0;1563210000.0;2.01
HCP;2015-12-31;386532000.0;-559235000.0;21449849000.0;9343643000.0;12106206000.0;1828305000.0;-1.21
HCP;2016-12-31;136990000.0;627747000.0;15759265000.0;5547595000.0;10211670000.0;2040486000.0;
HD;2013-02-03;2494000000.0;4535000000.0;41084000000.0;17777000000.0;23307000000.0;74754000000.0;3.03
HD;2014-02-02;1929000000.0;5385000000.0;40518000000.0;12522000000.0;27996000000.0;78812000000.0;3.78
HD;2015-02-01;1723000000.0;6345000000.0;39946000000.0;9322000000.0;30624000000.0;83176000000.0;4.74
HD;2016-01-31;2216000000.0;7009000000.0;42549000000.0;6316000000.0;36233000000.0;88519000000.0;5.49
HES;2012-12-31;642000000.0;2025000000.0;43441000000.0;21090000000.0;22351000000.0;12245000000.0;5.98
HES;2013-12-31;1814000000.0;5052000000.0;42754000000.0;24720000000.0;18034000000.0;11905000000.0;15.01
HES;2014-12-31;2444000000.0;2317000000.0;38407000000.0;22205000000.0;16202000000.0;10737000000.0;7.63
HES;2015-12-31;2716000000.0;-3056000000.0;34195000000.0;19386000000.0;14809000000.0;6636000000.0;-10.78
HIG;2012-12-31;2421000000.0;-38000000.0;298513000000.0;22447000000.0;276066000000.0;22086000000.0;-0.18
HIG;2013-12-31;1428000000.0;176000000.0;277884000000.0;18905000000.0;258979000000.0;20673000000.0;0.37
HIG;2014-12-31;399000000.0;798000000.0;245013000000.0;18720000000.0;226293000000.0;18614000000.0;1.81
HIG;2015-12-31;448000000.0;1682000000.0;228348000000.0;17642000000.0;210706000000.0;18377000000.0;4.05
HOG;2012-12-31;1256146000.0;623925000.0;9170773000.0;2557624000.0;6613149000.0;5580506000.0;2.75
HOG;2013-12-31;1211419000.0;733993000.0;9405040000.0;3009486000.0;6395554000.0;5899872000.0;3.3
HOG;2014-12-31;1005307000.0;844611000.0;9528097000.0;2909286000.0;6618811000.0;6228508000.0;3.9
HOG;2015-12-31;810476000.0;752207000.0;9991167000.0;1839654000.0;8151513000.0;5995402000.0;3.71
HOLX;2013-09-28;829400000.0;-1172800000.0;9000800000.0;1941500000.0;7059300000.0;2492300000.0;-4.36
HOLX;2014-09-27;741600000.0;17300000.0;8414700000.0;2063000000.0;6351700000.0;2530700000.0;0.06
HOLX;2015-09-26;492700000.0;131600000.0;7642500000.0;2079200000.0;5563300000.0;2705000000.0;0.47
HOLX;2016-09-24;548400000.0;330800000.0;7317000000.0;2142700000.0;5174300000.0;2832700000.0;1.18
HON;2013-12-31;6422000000.0;3924000000.0;45435000000.0;17467000000.0;27968000000.0;39055000000.0;4.99
HON;2014-12-31;6959000000.0;4239000000.0;45451000000.0;17657000000.0;27794000000.0;40306000000.0;5.4
HON;2015-12-31;5455000000.0;4768000000.0;49316000000.0;18283000000.0;31033000000.0;38581000000.0;6.11
HON;2016-12-31;7843000000.0;4809000000.0;54146000000.0;19369000000.0;34777000000.0;39302000000.0;
HP;2013-09-30;447868000.0;736639000.0;6264827000.0;4443727000.0;1821100000.0;3387614000.0;6.89
HP;2014-09-30;360909000.0;706563000.0;6720998000.0;4890977000.0;1830021000.0;3715968000.0;6.54
HP;2015-09-30;729384000.0;420427000.0;7147242000.0;4895846000.0;2251396000.0;3161702000.0;3.9
HP;2016-09-30;905561000.0;-56828000.0;6832019000.0;4560925000.0;2271094000.0;1624232000.0;-0.54
HPE;2014-10-31;2319000000.0;1648000000.0;65071000000.0;36776000000.0;28295000000.0;55123000000.0;
HPE;2015-10-31;9842000000.0;2461000000.0;79916000000.0;33535000000.0;46381000000.0;52107000000.0;
HPE;2016-10-31;12987000000.0;3161000000.0;79679000000.0;31448000000.0;48231000000.0;50123000000.0;1.84
HPQ;2013-10-31;12163000000.0;5113000000.0;105676000000.0;27269000000.0;78407000000.0;112298000000.0;2.64
HPQ;2014-10-31;15133000000.0;5013000000.0;103206000000.0;26731000000.0;76475000000.0;56651000000.0;2.66
HPQ;2015-10-31;7584000000.0;4554000000.0;106882000000.0;27768000000.0;79114000000.0;51463000000.0;
HPQ;2016-10-31;6288000000.0;2496000000.0;29010000000.0;-3889000000.0;32899000000.0;48238000000.0;1.44
HRB;2013-04-30;1865421000.0;433948000.0;4537779000.0;1263547000.0;3274232000.0;2807114000.0;1.59
HRB;2014-04-30;2300626000.0;475157000.0;4693529000.0;1556549000.0;3136980000.0;3024295000.0;1.73
HRB;2015-04-30;2099162000.0;473663000.0;4515420000.0;1832949000.0;2682471000.0;3078658000.0;1.72
HRB;2016-04-30;1000911000.0;374267000.0;2857775000.0;23103000.0;2834672000.0;3038153000.0;1.5
HRL;2013-10-27;434014000.0;526211000.0;4915880000.0;3311040000.0;1604840000.0;8751654000.0;1.99
HRL;2014-10-26;334174000.0;602677000.0;5455619000.0;3605678000.0;1849941000.0;9316256000.0;2.28
HRL;2015-10-31;347239000.0;686088000.0;6139831000.0;3998198000.0;2141633000.0;9263863000.0;
HRL;2016-10-30;415143000.0;890052000.0;6370067000.0;4448006000.0;1922061000.0;9523224000.0;0.46
HRS;2013-06-28;321000000.0;113000000.0;4858400000.0;1561300000.0;3297200000.0;5112000000.0;1.01
HRS;2014-06-27;561000000.0;535000000.0;4919000000.0;1826000000.0;3094000000.0;5012000000.0;5.0
HRS;2015-07-03;481000000.0;334000000.0;13127000000.0;3397000000.0;9725000000.0;5083000000.0;3.15
HRS;2016-07-01;487000000.0;324000000.0;11996000000.0;3056000000.0;8939000000.0;7467000000.0;2.61
HSIC;2012-12-29;122080000.0;388076000.0;5333997000.0;2613585000.0;2720412000.0;8939967000.0;4.44
HSIC;2013-12-28;188616000.0;431554000.0;5624636000.0;2785197000.0;2839439000.0;9560647000.0;5.02
HSIC;2014-12-27;89474000.0;466077000.0;6138807000.0;2813594000.0;3325213000.0;10371390000.0;5.53
HSIC;2015-12-26;72086000.0;479058000.0;6504740000.0;2884256000.0;3620484000.0;10629719000.0;5.78
HST;2012-12-31;453000000.0;61000000.0;12994000000.0;6825000000.0;6169000000.0;5059000000.0;0.08
HST;2013-12-31;893000000.0;317000000.0;12814000000.0;7228000000.0;5586000000.0;5166000000.0;0.16
HST;2014-12-31;684000000.0;732000000.0;12172000000.0;7336000000.0;4836000000.0;5354000000.0;0.34
HST;2015-12-31;254000000.0;558000000.0;11784000000.0;7064000000.0;4720000000.0;5387000000.0;0.22
HSY;2012-12-31;728272000.0;660931000.0;4754839000.0;1036749000.0;3718090000.0;6644252000.0;
HSY;2013-12-31;1118508000.0;820470000.0;5357488000.0;1604834000.0;3752654000.0;7146079000.0;
HSY;2014-12-31;374854000.0;846912000.0;5622870000.0;1455062000.0;4167808000.0;7421768000.0;
HSY;2015-12-31;346529000.0;512951000.0;5344371000.0;997997000.0;4346374000.0;7386626000.0;
HUM;2013-12-31;1138000000.0;1231000000.0;20735000000.0;9316000000.0;11419000000.0;41313000000.0;7.81
HUM;2014-12-31;1935000000.0;1147000000.0;23527000000.0;9646000000.0;13881000000.0;48500000000.0;7.44
HUM;2015-12-31;2571000000.0;1276000000.0;24678000000.0;10346000000.0;14332000000.0;54289000000.0;8.54
HUM;2016-12-31;3877000000.0;614000000.0;25396000000.0;10685000000.0;14711000000.0;54379000000.0;
IBM;2012-12-31;10412000000.0;16604000000.0;119213000000.0;18860000000.0;100353000000.0;102874000000.0;14.53
IBM;2013-12-31;10716000000.0;16483000000.0;126223000000.0;22792000000.0;103431000000.0;98367000000.0;15.06
IBM;2014-12-31;8476000000.0;12022000000.0;117271000000.0;11868000000.0;105403000000.0;92793000000.0;11.97
IBM;2015-12-31;7686000000.0;13190000000.0;110495000000.0;14262000000.0;96233000000.0;81741000000.0;13.48
IDXX;2012-12-31;223986000.0;178267000.0;1103602000.0;636223000.0;467379000.0;1293338000.0;3.24
IDXX;2013-12-31;279058000.0;187800000.0;1230516000.0;518186000.0;712330000.0;1377058000.0;3.53
IDXX;2014-12-31;322536000.0;181906000.0;1384211000.0;117516000.0;1266695000.0;1485807000.0;3.63
IDXX;2015-12-31;128994000.0;192078000.0;1474993000.0;-84125000.0;1559118000.0;1601892000.0;2.07
IFF;2012-12-31;324422000.0;254134000.0;3246192000.0;1248808000.0;1993637000.0;2821446000.0;3.11
IFF;2013-12-31;405505000.0;353544000.0;3331731000.0;1463072000.0;1864680000.0;2952896000.0;4.32
IFF;2014-12-31;478573000.0;414543000.0;3494621000.0;1518561000.0;1971932000.0;3088533000.0;5.09
IFF;2015-12-31;181988000.0;419247000.0;3721454000.0;1590318000.0;2126464000.0;3023189000.0;5.19
ILMN;2013-12-29;711637000.0;125308000.0;3019006000.0;1533202000.0;1485804000.0;1421178000.0;1.0
ILMN;2014-12-28;636154000.0;353351000.0;3339640000.0;1462798000.0;1876842000.0;1861358000.0;2.61
ILMN;2016-01-03;768770000.0;461559000.0;3687747000.0;1848553000.0;1839194000.0;2219762000.0;3.19
ILMN;2017-01-01;734516000.0;462649000.0;4280600000.0;2197229000.0;2083371000.0;2398373000.0;
INTC;2013-12-28;5674000000.0;9620000000.0;92358000000.0;58256000000.0;34102000000.0;52708000000.0;1.94
INTC;2014-12-27;2561000000.0;11704000000.0;91900000000.0;55865000000.0;36035000000.0;55870000000.0;2.39
INTC;2015-12-26;15308000000.0;11420000000.0;101459000000.0;61085000000.0;40374000000.0;55355000000.0;2.41
INTC;2016-12-31;5560000000.0;10316000000.0;113327000000.0;66226000000.0;47101000000.0;59387000000.0;
INTU;2013-07-31;1009000000.0;858000000.0;5486000000.0;3531000000.0;1955000000.0;3946000000.0;2.89
INTU;2014-07-31;849000000.0;907000000.0;5201000000.0;3078000000.0;2123000000.0;4243000000.0;3.18
INTU;2015-07-31;808000000.0;365000000.0;4968000000.0;2332000000.0;2636000000.0;4192000000.0;1.3
INTU;2016-07-31;638000000.0;979000000.0;4250000000.0;1161000000.0;3089000000.0;4694000000.0;3.73
IP;2012-12-31;1302000000.0;794000000.0;32153000000.0;6304000000.0;25849000000.0;21852000000.0;1.82
IP;2013-12-31;1802000000.0;1395000000.0;31528000000.0;8105000000.0;23423000000.0;23483000000.0;3.15
IP;2014-12-31;1881000000.0;555000000.0;28684000000.0;5115000000.0;23569000000.0;23617000000.0;1.3
IP;2015-12-31;1050000000.0;938000000.0;30587000000.0;3884000000.0;26703000000.0;22365000000.0;2.25
IPG;2012-12-31;2574800000.0;446700000.0;13493900000.0;2420600000.0;11073300000.0;6956200000.0;1.01
IPG;2013-12-31;1636800000.0;267900000.0;12905000000.0;2215200000.0;10689800000.0;7122300000.0;0.62
IPG;2014-12-31;1660600000.0;477100000.0;12736600000.0;2116300000.0;10620300000.0;7537100000.0;1.14
IPG;2015-12-31;1502900000.0;454600000.0;12585100000.0;1965500000.0;10619600000.0;7613800000.0;1.11
IRM;2012-12-31;277027000.0;170922000.0;6358339000.0;1149971000.0;5208368000.0;3003955000.0;0.99
IRM;2013-12-31;154386000.0;96462000.0;6653005000.0;1041238000.0;5611767000.0;3024623000.0;0.51
IRM;2014-12-31;159793000.0;326119000.0;6523265000.0;856355000.0;5666910000.0;3117693000.0;1.67
IRM;2015-12-31;128381000.0;123241000.0;6350587000.0;508841000.0;5841746000.0;3007976000.0;0.58
ISRG;2013-12-31;782100000.0;671000000.0;3950300000.0;3501400000.0;448900000.0;2265100000.0;17.12
ISRG;2014-12-31;600300000.0;418800000.0;3959400000.0;3379400000.0;580000000.0;2131700000.0;11.35
ISRG;2015-12-31;714600000.0;588800000.0;4907300000.0;4319500000.0;587800000.0;2384400000.0;15.87
ISRG;2016-12-31;1036600000.0;735900000.0;6486900000.0;5777800000.0;709100000.0;2704400000.0;
ITW;2013-12-31;3618000000.0;1679000000.0;19966000000.0;9703000000.0;10257000000.0;14135000000.0;3.76
ITW;2014-12-31;3990000000.0;2946000000.0;17465000000.0;6819000000.0;10641000000.0;14484000000.0;7.33
ITW;2015-12-31;3090000000.0;1899000000.0;15729000000.0;5224000000.0;10501000000.0;13405000000.0;5.16
ITW;2016-12-31;2472000000.0;2035000000.0;15201000000.0;4254000000.0;10942000000.0;13599000000.0;
IVZ;2012-12-31;1123300000.0;587300000.0;17492400000.0;8316800000.0;9175600000.0;4050400000.0;1.5
IVZ;2013-12-31;1914800000.0;940300000.0;19270500000.0;8392600000.0;10877900000.0;4644600000.0;2.1
IVZ;2014-12-31;1918200000.0;988100000.0;20450000000.0;8326000000.0;12124000000.0;5147100000.0;2.27
IVZ;2015-12-31;2214700000.0;968100000.0;25073200000.0;7885300000.0;17187900000.0;5122900000.0;2.26
JBHT;2012-12-31;5589000.0;310354000.0;2464641000.0;791860000.0;1672781000.0;5054980000.0;2.64
JBHT;2013-12-31;5831000.0;342382000.0;2819404000.0;1012452000.0;1806952000.0;5584571000.0;2.92
JBHT;2014-12-31;5961000.0;374792000.0;3378486000.0;1204523000.0;2173963000.0;6165441000.0;3.2
JBHT;2015-12-31;5566000.0;427235000.0;3636567000.0;1300352000.0;2336215000.0;6187646000.0;3.69
JEC;2013-09-27;1256405000.0;423093000.0;7274144000.0;4213097000.0;3061047000.0;11818376000.0;3.27
JEC;2014-09-26;732647000.0;328108000.0;8453659000.0;4469255000.0;3984404000.0;12695157000.0;2.51
JEC;2015-10-02;460859000.0;302971000.0;7785926000.0;4291745000.0;3494181000.0;12114832000.0;2.42
JEC;2016-09-30;655716000.0;210463000.0;7360022000.0;4265276000.0;3094746000.0;10964157000.0;1.75
JNPR;2012-12-31;2407800000.0;186500000.0;9832100000.0;6999000000.0;2833100000.0;4365400000.0;0.36
JNPR;2013-12-31;2284000000.0;439800000.0;10326000000.0;7302200000.0;3023800000.0;4669100000.0;0.88
JNPR;2014-12-31;1639600000.0;-334300000.0;8281400000.0;4919100000.0;3362300000.0;4627100000.0;-0.73
JNPR;2015-12-31;1420900000.0;633700000.0;8619200000.0;4574400000.0;4044800000.0;4857800000.0;1.62
JPM;2012-12-31;471833000000.0;21284000000.0;2359141000000.0;204069000000.0;2155072000000.0;93646000000.0;5.22
JPM;2013-12-31;603938000000.0;17886000000.0;2415689000000.0;211178000000.0;2204511000000.0;97142000000.0;4.39
JPM;2014-12-31;728111000000.0;21745000000.0;2572274000000.0;231727000000.0;2340547000000.0;91973000000.0;5.34
JPM;2015-12-31;573080000000.0;24442000000.0;2351698000000.0;247573000000.0;2104125000000.0;89716000000.0;6.05
JWN;2013-02-02;1285000000.0;735000000.0;8089000000.0;1913000000.0;6176000000.0;12134000000.0;3.62
JWN;2014-02-01;1194000000.0;734000000.0;8574000000.0;2080000000.0;6494000000.0;12540000000.0;3.77
JWN;2015-01-31;827000000.0;720000000.0;9245000000.0;2440000000.0;6805000000.0;13506000000.0;3.79
JWN;2016-01-30;595000000.0;600000000.0;7698000000.0;871000000.0;6827000000.0;14437000000.0;3.22
K;2012-12-29;281000000.0;961000000.0;15169000000.0;2404000000.0;12765000000.0;14197000000.0;2.68
K;2013-12-28;273000000.0;1807000000.0;15474000000.0;3545000000.0;11929000000.0;14792000000.0;4.98
K;2015-01-03;443000000.0;632000000.0;15153000000.0;2789000000.0;12364000000.0;14580000000.0;1.76
K;2016-01-02;251000000.0;614000000.0;15265000000.0;2128000000.0;13137000000.0;13525000000.0;1.74
KEY;2013-09-30;553437000.0;-33868000.0;1986789000.0;240550000.0;1746239000.0;1287577000.0;
KEY;2014-09-30;387095000.0;34383000.0;2066220000.0;279118000.0;1787102000.0;1463767000.0;
KEY;2015-09-30;290484000.0;344094000.0;2409295000.0;630423000.0;1778872000.0;1627413000.0;
KEY;2016-09-30;243276000.0;4693000.0;2213158000.0;642853000.0;1570305000.0;1822114000.0;
KIM;2012-12-31;141875000.0;266073000.0;9751234000.0;4765160000.0;4986074000.0;793373000.0;0.42
KIM;2013-12-31;148768000.0;236281000.0;9663630000.0;4632417000.0;5031213000.0;861527000.0;0.43
KIM;2014-12-31;187322000.0;424001000.0;10261400000.0;4774785000.0;5486615000.0;993897000.0;0.89
KIM;2015-12-31;189534000.0;894115000.0;11344171000.0;5046300000.0;6297871000.0;1166769000.0;2.01
KLAC;2013-06-30;985390000.0;543149000.0;5287357000.0;3482152000.0;1805205000.0;2842781000.0;3.27
KLAC;2014-06-30;630861000.0;582755000.0;5535846000.0;3669346000.0;1866500000.0;2929408000.0;3.51
KLAC;2015-06-30;838025000.0;366158000.0;4826012000.0;421439000.0;4404573000.0;2814049000.0;2.26
KLAC;2016-06-30;1108488000.0;704422000.0;4962432000.0;689114000.0;4273318000.0;2984493000.0;4.52
KMB;2013-12-31;1054000000.0;2142000000.0;18919000000.0;4856000000.0;14063000000.0;19561000000.0;5.58
KMB;2014-12-31;789000000.0;1526000000.0;15526000000.0;729000000.0;14797000000.0;19724000000.0;4.07
KMB;2015-12-31;619000000.0;1013000000.0;14842000000.0;-174000000.0;15016000000.0;18591000000.0;2.78
KMB;2016-12-31;923000000.0;2166000000.0;14602000000.0;-102000000.0;14704000000.0;18202000000.0;
KMI;2013-12-31;598000000.0;1193000000.0;75185000000.0;13093000000.0;62092000000.0;14070000000.0;
KMI;2014-12-31;315000000.0;1026000000.0;83049000000.0;34076000000.0;48973000000.0;16226000000.0;
KMI;2015-12-31;289000000.0;253000000.0;84104000000.0;35119000000.0;48985000000.0;14403000000.0;0.1
KMI;2016-12-31;787000000.0;708000000.0;80305000000.0;34431000000.0;45874000000.0;13058000000.0;
KMX;2013-02-28;673651000.0;434284000.0;9888602000.0;3019167000.0;6869435000.0;10962818000.0;1.9
KMX;2014-02-28;887200000.0;492586000.0;11707157000.0;3316997000.0;8390160000.0;12574299000.0;2.2
KMX;2015-02-28;321728000.0;597358000.0;13198201000.0;3156785000.0;10041416000.0;14268716000.0;2.77
KMX;2016-02-29;381223000.0;623428000.0;14481576000.0;2904786000.0;11576790000.0;15149675000.0;3.07
KO;2012-12-31;8442000000.0;9019000000.0;86174000000.0;32790000000.0;53384000000.0;48017000000.0;2.0
KO;2013-12-31;10414000000.0;8584000000.0;90055000000.0;33173000000.0;56882000000.0;46854000000.0;1.94
KO;2014-12-31;8958000000.0;7098000000.0;92023000000.0;30320000000.0;61703000000.0;45998000000.0;1.62
KO;2015-12-31;7309000000.0;7351000000.0;90093000000.0;25554000000.0;64539000000.0;44294000000.0;1.69
KORS;2013-03-30;472511000.0;397602000.0;1289565000.0;1047246000.0;242319000.0;2181732000.0;2.02
KORS;2014-03-29;971194000.0;661500000.0;2216973000.0;1806131000.0;410842000.0;3310800000.0;3.27
KORS;2015-03-28;978900000.0;881000000.0;2684600000.0;2241000000.0;443600000.0;4371500000.0;4.35
KORS;2016-04-02;702000000.0;839100000.0;2566800000.0;1995700000.0;571100000.0;4712100000.0;4.5
KR;2013-02-02;238000000.0;1497000000.0;24634000000.0;4207000000.0;20427000000.0;96619000000.0;2.78
KR;2014-02-01;401000000.0;1519000000.0;29281000000.0;5384000000.0;23897000000.0;98375000000.0;2.93
KR;2015-01-31;268000000.0;1728000000.0;30497000000.0;5412000000.0;25085000000.0;108465000000.0;3.49
KR;2016-01-30;277000000.0;2039000000.0;33897000000.0;6820000000.0;27077000000.0;109830000000.0;2.09
KSS;2013-02-02;537000000.0;986000000.0;13905000000.0;6048000000.0;7857000000.0;19279000000.0;4.19
KSS;2014-02-01;971000000.0;889000000.0;14357000000.0;5978000000.0;8379000000.0;19031000000.0;4.08
KSS;2015-01-31;1407000000.0;867000000.0;14333000000.0;5991000000.0;8342000000.0;19023000000.0;4.28
KSS;2016-01-30;707000000.0;673000000.0;13606000000.0;5491000000.0;8115000000.0;19204000000.0;3.48
KSU;2013-12-31;429500000.0;351400000.0;7435400000.0;3370600000.0;4064800000.0;2369300000.0;3.19
KSU;2014-12-31;348000000.0;502600000.0;7976400000.0;3755500000.0;4220900000.0;2577100000.0;4.56
KSU;2015-12-31;136600000.0;483500000.0;8341000000.0;3914300000.0;4426700000.0;2418800000.0;4.41
KSU;2016-12-31;170600000.0;478100000.0;8817500000.0;4089900000.0;4727600000.0;2334200000.0;
LB;2013-02-02;773000000.0;753000000.0;6019000000.0;-1015000000.0;7034000000.0;10459000000.0;2.6
LB;2014-02-01;1519000000.0;903000000.0;7198000000.0;-370000000.0;7568000000.0;10773000000.0;3.12
LB;2015-01-31;1681000000.0;1042000000.0;7476000000.0;18000000.0;7458000000.0;11454000000.0;3.57
LB;2016-01-30;2548000000.0;1253000000.0;8493000000.0;-259000000.0;8752000000.0;12154000000.0;4.3
LEG;2012-12-31;359100000.0;250500000.0;3254900000.0;1434500000.0;1812700000.0;3414500000.0;1.72
LEG;2013-12-31;272700000.0;199700000.0;3108100000.0;1391300000.0;1708900000.0;3477200000.0;1.36
LEG;2014-12-31;332800000.0;101200000.0;3140600000.0;1146500000.0;1985700000.0;3782300000.0;0.69
LEG;2015-12-31;253200000.0;329200000.0;2967600000.0;1085600000.0;1869900000.0;3917200000.0;2.31
LEN;2013-11-30;935663000.0;479674000.0;11273247000.0;4168901000.0;7104346000.0;5935095000.0;2.48
LEN;2014-11-30;895578000.0;638916000.0;12923151000.0;4827020000.0;8096131000.0;7779812000.0;3.12
LEN;2015-11-30;906913000.0;802894000.0;14419509000.0;5648944000.0;8770565000.0;9474008000.0;3.87
LEN;2016-11-30;1056115000.0;911844000.0;15361781000.0;7026042000.0;8335739000.0;10949999000.0;
LH;2012-12-31;466800000.0;583100000.0;6795000000.0;2717400000.0;4077600000.0;5671400000.0;6.09
LH;2013-12-31;404000000.0;573800000.0;6965900000.0;2491300000.0;4474600000.0;5808300000.0;6.36
LH;2014-12-31;580000000.0;511200000.0;7301800000.0;2820500000.0;4481300000.0;6011600000.0;
LH;2015-12-31;716400000.0;436900000.0;14221700000.0;4944400000.0;9277300000.0;8680100000.0;
LKQ;2012-12-31;59770000.0;261225000.0;3723456000.0;1964094000.0;1759362000.0;4122930000.0;0.88
LKQ;2013-12-31;150488000.0;311623000.0;4518774000.0;2350745000.0;2168029000.0;5062528000.0;
LKQ;2014-12-31;114605000.0;381519000.0;5475739000.0;2720657000.0;2755082000.0;6740064000.0;
LKQ;2015-12-31;87397000.0;423223000.0;5647837000.0;3114682000.0;2533155000.0;7192633000.0;
LLL;2012-12-31;349000000.0;784000000.0;13800000000.0;5451000000.0;8349000000.0;13107000000.0;8.41
LLL;2013-12-31;500000000.0;751000000.0;14007000000.0;5981000000.0;8026000000.0;11420000000.0;8.7
LLL;2014-12-31;442000000.0;664000000.0;13715000000.0;5285000000.0;8430000000.0;10986000000.0;7.78
LLL;2015-12-31;207000000.0;-240000000.0;12085000000.0;4355000000.0;7730000000.0;10466000000.0;-2.97
LLTC;2013-06-30;126650000.0;406925000.0;2098341000.0;981908000.0;1116433000.0;1282236000.0;1.72
LLTC;2014-06-29;157323000.0;459961000.0;1655578000.0;1331369000.0;324209000.0;1388386000.0;1.91
LLTC;2015-06-28;195679000.0;520963000.0;1884079000.0;1577927000.0;306152000.0;1475139000.0;2.13
LLTC;2016-07-03;263682000.0;494346000.0;2049981000.0;1759175000.0;290806000.0;1423936000.0;2.02
LLY;2012-12-31;4018800000.0;4088600000.0;34398900000.0;14765200000.0;19625000000.0;22603400000.0;3.67
LLY;2013-12-31;3830200000.0;4684800000.0;35248700000.0;17631400000.0;17608000000.0;23113100000.0;4.33
LLY;2014-12-31;3871600000.0;2390500000.0;36307600000.0;15373200000.0;20919500000.0;19615600000.0;2.23
LLY;2015-12-31;3666400000.0;2408400000.0;35568900000.0;14571300000.0;20978600000.0;19958700000.0;2.27
LMT;2013-12-31;2617000000.0;2981000000.0;36188000000.0;4918000000.0;31270000000.0;45358000000.0;9.29
LMT;2014-12-31;1446000000.0;3614000000.0;37046000000.0;3400000000.0;33646000000.0;39946000000.0;11.41
LMT;2015-12-31;1090000000.0;3605000000.0;49304000000.0;3097000000.0;46207000000.0;40536000000.0;11.62
LMT;2016-12-31;1837000000.0;5302000000.0;47806000000.0;1511000000.0;46295000000.0;47248000000.0;
LNT;2012-12-31;21200000.0;335700000.0;10785500000.0;3280000000.0;7505500000.0;3094500000.0;2.89
LNT;2013-12-31;9800000.0;376200000.0;11112400000.0;3481400000.0;7631000000.0;3276800000.0;3.23
LNT;2014-12-31;56900000.0;393300000.0;12063500000.0;3638700000.0;8424800000.0;3350300000.0;3.46
LNT;2015-12-31;5800000.0;388400000.0;12495200000.0;3924100000.0;8571100000.0;3253600000.0;3.36
LOW;2013-02-01;541000000.0;1959000000.0;32666000000.0;13857000000.0;18809000000.0;50521000000.0;1.69
LOW;2014-01-31;391000000.0;2286000000.0;32732000000.0;11853000000.0;20879000000.0;53417000000.0;2.14
LOW;2015-01-30;466000000.0;2698000000.0;31721000000.0;9968000000.0;21753000000.0;56223000000.0;2.71
LOW;2016-01-29;405000000.0;2546000000.0;31266000000.0;7654000000.0;23612000000.0;59074000000.0;2.73
LRCX;2013-06-30;1162473000.0;113879000.0;7250315000.0;4488872000.0;2574523000.0;3598916000.0;0.67
LRCX;2014-06-29;1452677000.0;632289000.0;7993306000.0;5029735000.0;2963571000.0;4607309000.0;3.84
LRCX;2015-06-28;1501539000.0;655577000.0;9364648000.0;5103144000.0;4261504000.0;5259312000.0;4.11
LRCX;2016-06-26;5039322000.0;914049000.0;12271528000.0;5894517000.0;6377011000.0;5885893000.0;5.75
LUK;2012-12-31;145960000.0;864641000.0;9349118000.0;6767268000.0;2581850000.0;7810610000.0;3.49
LUK;2013-12-31;7524197000.0;362193000.0;47866781000.0;10102462000.0;37639319000.0;9531778000.0;1.07
LUK;2014-12-31;7721449000.0;199025000.0;52623908000.0;10302158000.0;42196750000.0;10681897000.0;0.54
LUK;2015-12-31;4389732000.0;252111000.0;46339812000.0;10401211000.0;35813601000.0;10116502000.0;0.74
LUV;2013-12-31;1355000000.0;754000000.0;19345000000.0;7336000000.0;12009000000.0;17699000000.0;1.06
LUV;2014-12-31;1282000000.0;1136000000.0;19723000000.0;6775000000.0;12948000000.0;18605000000.0;1.65
LUV;2015-12-31;1583000000.0;2181000000.0;21312000000.0;7358000000.0;13954000000.0;19820000000.0;3.3
LUV;2016-12-31;1680000000.0;2244000000.0;23286000000.0;8441000000.0;14845000000.0;20425000000.0;
LVLT;2012-12-31;987000000.0;-422000000.0;13307000000.0;1171000000.0;12136000000.0;6376000000.0;-1.96
